Term,Session,Bidding Window,Course Code,Description,Section,Vacancy,Opening Vacancy,Before Process Vacancy,D.I.C.E,After Process Vacancy,Enrolled Students,Max Bid,Median Bid,Min Bid,Instructor,School/Department
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM101,Management Communication,G30,30,30,3,0,1,29,19.99,19.50,19.00,SERENA LIM,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM101,Management Communication,G31,30,30,4,0,3,27,21.02,21.02,21.02,SERENA LIM,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM101,Management Communication,G32,30,30,0,0,0,30,0.00,0.00,0.00,SUMATHI KRISHNA,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM101,Management Communication,G4,30,30,2,0,2,28,0.00,0.00,0.00,SIMONE CECILE VAZ,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM101,Management Communication,G5,30,30,0,0,0,30,0.00,0.00,0.00,AUDREY TOH LIN LIN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM101,Management Communication,G6,30,30,0,0,0,30,0.00,0.00,0.00,AKANKSHA RATH,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM101,Management Communication,G7,30,30,4,0,4,26,0.00,0.00,0.00,AKANKSHA RATH,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM101,Management Communication,G8,30,30,0,0,0,30,0.00,0.00,0.00,AUDREY TOH LIN LIN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM101,Management Communication,G9,30,30,0,0,0,30,0.00,0.00,0.00,AUDREY TOH LIN LIN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM102,Foundations in Corporate Communication,G1,45,40,0,0,0,45,0.00,0.00,0.00,MARK CHONG YIEW KIM,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM102,Foundations in Corporate Communication,G2,45,40,0,0,0,44,0.00,0.00,0.00,MARK CHONG YIEW KIM,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM102,Foundations in Corporate Communication,G3,45,40,0,0,0,45,0.00,0.00,0.00,CHUNG SIYOUNG,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM102,Foundations in Corporate Communication,G4,45,40,0,0,0,45,0.00,0.00,0.00,MARK CHONG YIEW KIM,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM120,Intercultural Communication,G1,45,40,0,0,0,45,0.00,0.00,0.00,ONG SIOW HENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM225,Public Relations Writing,G1,45,39,0,0,0,44,0.00,0.00,0.00,ROBERT CONCEICAO,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM245,Organizational Communication: A Leadership Instrument,G1,45,40,0,0,0,45,0.00,0.00,0.00,CHUNG SIYOUNG,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM246,Risk Issues and Crisis Management,G1,45,38,0,0,0,45,0.00,0.00,0.00,LEESA SOULODRE,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM330,Persuasion: The Business of Influence,G1,45,40,0,0,0,45,0.00,0.00,0.00,"SUSHEELA VARGHESE, SUSHEELA VARGHESE",LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM346,New Media and Organisations,G1,45,24,0,0,0,43,0.00,0.00,0.00,CHUNG SIYOUNG,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,COMM346,New Media and Organisations,G2,45,38,0,0,0,45,0.00,0.00,0.00,CHUNG SIYOUNG,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON001,Introductory Economics,G1,45,0,0,0,0,44,0.00,0.00,0.00,BRISHTI GUHA,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON001,Introductory Economics,G10,45,0,0,0,0,43,0.00,0.00,0.00,LARRY HAVERKAMP,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON001,Introductory Economics,G2,45,0,0,0,0,44,0.00,0.00,0.00,BRISHTI GUHA,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON001,Introductory Economics,G3,45,0,0,0,0,42,0.00,0.00,0.00,BRISHTI GUHA,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON001,Introductory Economics,G4,45,0,0,0,0,42,0.00,0.00,0.00,CHRISTINE HO,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON001,Introductory Economics,G5,45,0,0,0,0,44,0.00,0.00,0.00,CHRISTINE HO,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON001,Introductory Economics,G6,45,0,0,0,0,44,0.00,0.00,0.00,SEONGHOON KIM,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON001,Introductory Economics,G7,45,0,0,0,0,44,0.00,0.00,0.00,LARRY HAVERKAMP,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON001,Introductory Economics,G8,45,0,0,0,0,41,0.00,0.00,0.00,LARRY HAVERKAMP,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON001,Introductory Economics,G9,45,0,0,0,0,44,0.00,0.00,0.00,LARRY HAVERKAMP,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON101,Intermediate Microeconomics,G1,45,20,0,0,0,26,0.00,0.00,0.00,"MASSIMILIANO LANDI, MASSIMILIANO LANDI",SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON101,Intermediate Microeconomics,G2,45,39,0,0,0,43,0.00,0.00,0.00,"MASSIMILIANO LANDI, MASSIMILIANO LANDI",SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON102,Intermediate Macroeconomics,G1,45,45,0,0,0,45,0.00,0.00,0.00,ZHANG HAIPING,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON102,Intermediate Macroeconomics,G2,45,44,0,0,0,45,0.00,0.00,0.00,ZHANG HAIPING,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON102,Intermediate Macroeconomics,G3,45,44,0,0,0,45,0.00,0.00,0.00,ZHANG HAIPING,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON103,International Economics A,G1,45,42,0,0,0,45,0.00,0.00,0.00,AUGUSTINE TAN HUI HENG,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON103,International Economics A,G10,45,43,0,0,0,45,0.00,0.00,0.00,TAN KIM SONG,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON103,International Economics A,G11,45,42,0,0,0,45,0.00,0.00,0.00,TAN SWEE LIANG,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON103,International Economics A,G12,45,32,0,0,0,41,0.00,0.00,0.00,WONG FOT CHYI,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON103,International Economics A,G2,45,42,0,0,0,45,0.00,0.00,0.00,AUGUSTINE TAN HUI HENG,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON103,International Economics A,G3,45,42,0,0,0,45,0.00,0.00,0.00,AUGUSTINE TAN HUI HENG,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON103,International Economics A,G4,45,36,0,0,0,40,0.00,0.00,0.00,YU SUN,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON103,International Economics A,G5,45,42,0,0,0,45,0.00,0.00,0.00,RUANJAI SUWANTARADON,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON103,International Economics A,G6,45,40,0,0,0,45,0.00,0.00,0.00,RUANJAI SUWANTARADON,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON103,International Economics A,G7,45,41,0,0,0,44,0.00,0.00,0.00,RUANJAI SUWANTARADON,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON103,International Economics A,G8,45,40,0,0,0,42,0.00,0.00,0.00,TAN KIM SONG,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON103,International Economics A,G9,45,41,0,0,0,43,0.00,0.00,0.00,TAN KIM SONG,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON107,Applied Econometrics,G1,45,45,0,0,0,45,0.00,0.00,0.00,SU LIANGJUN,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON107,Applied Econometrics,G2,45,45,0,0,0,45,0.00,0.00,0.00,SU LIANGJUN,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON107,Applied Econometrics,G3,45,45,0,0,0,45,0.00,0.00,0.00,CHOW HWEE KWAN,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON107,Applied Econometrics,G4,45,45,0,0,0,45,0.00,0.00,0.00,CHOW HWEE KWAN,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON107,Applied Econometrics,G5,45,45,0,0,0,45,0.00,0.00,0.00,CHOW HWEE KWAN,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON118,Economic Development in Asia,G1,45,45,0,0,0,45,0.00,0.00,0.00,MADHAV SHRIHARI ANEY,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON118,Economic Development in Asia,G2,45,45,0,0,0,45,0.00,0.00,0.00,MADHAV SHRIHARI ANEY,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON118,Economic Development in Asia,G3,45,45,0,0,0,45,0.00,0.00,0.00,MADHAV SHRIHARI ANEY,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON132,Port Economics and Management,G1,45,45,0,0,0,45,0.00,0.00,0.00,YAP WEI YIM,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON203,International Economics B,G1,45,43,0,0,0,45,0.00,0.00,0.00,"AMANDA JAKOBSSON, AMANDA JAKOBSSON",SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON203,International Economics B,G2,45,43,0,0,0,45,0.00,0.00,0.00,"AMANDA JAKOBSSON, AMANDA JAKOBSSON",SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON203,International Economics B,G3,45,41,0,0,0,45,0.00,0.00,0.00,"AMANDA JAKOBSSON, AMANDA JAKOBSSON",SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON204,Development Economics,G1,45,24,0,0,0,45,0.00,0.00,0.00,MADHAV SHRIHARI ANEY,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON205,Intermediate Mathematics for Economics,G1,45,2,0,0,0,37,0.00,0.00,0.00,LEE GEA MYOUNG,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON205,Intermediate Mathematics for Economics,G2,45,2,0,0,0,37,0.00,0.00,0.00,ANTHONY TAY,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON205,Intermediate Mathematics for Economics,G3,45,2,0,0,0,37,0.00,0.00,0.00,ANTHONY TAY,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON205,Intermediate Mathematics for Economics,G4,45,2,0,0,0,37,0.00,0.00,0.00,YI ZHANG,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON205,Intermediate Mathematics for Economics,G5,45,2,0,0,0,36,0.00,0.00,0.00,YI ZHANG,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON205,Intermediate Mathematics for Economics,G6,45,2,0,0,0,37,0.00,0.00,0.00,YI ZHANG,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON205,Intermediate Mathematics for Economics,G7,45,2,0,0,0,35,0.00,0.00,0.00,YI ZHANG,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON206,Game Theory,G1,45,44,0,0,0,45,0.00,0.00,0.00,"XUE JINGYI, XUE JINGYI",SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON206,Game Theory,G2,45,44,0,0,0,45,0.00,0.00,0.00,"XUE JINGYI, XUE JINGYI",SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON206,Game Theory,G3,45,42,0,0,0,45,0.00,0.00,0.00,"XUE JINGYI, XUE JINGYI",SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON209,Labour Economics,G1,45,38,0,0,0,45,0.00,0.00,0.00,KEN YAMADA,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON209,Labour Economics,G2,45,33,0,0,0,44,0.00,0.00,0.00,KEN YAMADA,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON211,Public Sector Economics,G1,45,41,0,0,0,45,0.00,0.00,0.00,CHRISTINE HO,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON215,Health Economics,G1,45,45,0,0,0,45,0.00,0.00,0.00,SEONGHOON KIM,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON215,Health Economics,G2,45,45,0,0,0,45,0.00,0.00,0.00,SEONGHOON KIM,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON216,Economics of Ageing,G1,45,42,0,0,0,45,0.00,0.00,0.00,JESLYN TAN SIOK HONG,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON216,Economics of Ageing,G2,45,40,0,0,0,45,0.00,0.00,0.00,JESLYN TAN SIOK HONG,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON226,Urban Economics and Policy,G1,45,43,0,0,0,45,0.00,0.00,0.00,HSU WEN-TAI,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON229,The Economics of Asymmetric Information,G1,45,45,0,0,0,45,0.00,0.00,0.00,BRISHTI GUHA,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON235,International Macroeconomics,G1,45,38,0,0,0,45,0.00,0.00,0.00,RUANJAI SUWANTARADON,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON236,Advanced Microeconomics,G1,45,33,0,0,0,44,0.00,0.00,0.00,MASSIMILIANO LANDI,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ECON400,Senior Thesis,G1,45,0,0,0,0,0,0.00,0.00,0.00,MASSIMILIANO LANDI,SOE
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,ENGL002,Creative Writing,G1,45,38,0,0,0,44,0.00,0.00,0.00,KIRPAL SINGH,SOSS
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNAR001,Dance: East and West,G1,45,29,0,0,0,40,0.00,0.00,0.00,STEPHANIE BURRIDGE,SOSS
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G1,45,43,0,0,0,45,0.00,0.00,0.00,CHIRAPHOL NEW CHIYACHANTANA,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G10,45,43,0,0,0,44,0.00,0.00,0.00,TONG QING,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G11,45,43,0,0,0,45,0.00,0.00,0.00,TONG QING,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G12,45,43,0,0,0,45,0.00,0.00,0.00,CHOI HYUN SOO,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G13,45,43,0,0,0,43,0.00,0.00,0.00,TANG YUEHUA,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G14,45,43,0,0,0,45,0.00,0.00,0.00,CHOI HYUN SOO,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G15,45,43,0,0,0,45,0.00,0.00,0.00,TANG YUEHUA,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G16,45,43,0,0,0,44,0.00,0.00,0.00,TANG YUEHUA,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G17,45,43,0,0,0,44,0.00,0.00,0.00,CHOI HYUN SOO,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G18,45,43,0,0,0,45,0.00,0.00,0.00,CHIANG CHIN-HAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G19,45,43,0,0,0,45,0.00,0.00,0.00,CHIANG CHIN-HAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G2,45,43,0,0,0,44,0.00,0.00,0.00,CHIRAPHOL NEW CHIYACHANTANA,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G20,45,43,0,0,0,45,0.00,0.00,0.00,CHIANG CHIN-HAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G21,45,43,0,0,0,44,0.00,0.00,0.00,CHIANG CHIN-HAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G3,45,43,0,0,0,44,0.00,0.00,0.00,CHIRAPHOL NEW CHIYACHANTANA,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G4,45,43,0,0,0,45,0.00,0.00,0.00,CHIRAPHOL NEW CHIYACHANTANA,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G5,45,43,0,0,0,45,0.00,0.00,0.00,TAN ENG JOO,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G6,45,43,0,0,0,44,0.00,0.00,0.00,TAN ENG JOO,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G7,45,43,0,0,0,45,0.00,0.00,0.00,TAN ENG JOO,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G8,45,43,0,0,0,45,0.00,0.00,0.00,TONG QING,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE101,Finance,G9,45,43,0,0,0,45,0.00,0.00,0.00,TONG QING,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE102,"Financial Instruments, Institutions and Markets",G1,45,40,5,0,5,35,0.00,0.00,0.00,JOSEPH LIM,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE102,"Financial Instruments, Institutions and Markets",G10,45,40,0,0,0,45,0.00,0.00,0.00,CHAN SOON HUAT,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE102,"Financial Instruments, Institutions and Markets",G2,45,40,0,0,0,44,0.00,0.00,0.00,JOSEPH LIM,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE102,"Financial Instruments, Institutions and Markets",G3,45,40,6,0,6,34,0.00,0.00,0.00,JOSEPH LIM,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE102,"Financial Instruments, Institutions and Markets",G4,45,40,0,0,0,41,0.00,0.00,0.00,KAREN GAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE102,"Financial Instruments, Institutions and Markets",G5,45,40,0,0,0,44,0.00,0.00,0.00,KAREN GAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE102,"Financial Instruments, Institutions and Markets",G6,45,40,0,0,0,44,0.00,0.00,0.00,KAREN GAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE102,"Financial Instruments, Institutions and Markets",G7,45,40,16,0,16,24,0.00,0.00,0.00,KAREN GAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE102,"Financial Instruments, Institutions and Markets",G8,45,40,0,0,0,44,0.00,0.00,0.00,CHAN SOON HUAT,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE102,"Financial Instruments, Institutions and Markets",G9,45,40,0,0,0,44,0.00,0.00,0.00,CHAN SOON HUAT,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE201,Corporate Finance,G1,45,40,0,0,0,45,0.00,0.00,0.00,FU FANGJIAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE201,Corporate Finance,G2,45,40,0,0,0,45,0.00,0.00,0.00,FU FANGJIAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE201,Corporate Finance,G3,45,40,0,0,0,45,0.00,0.00,0.00,FU FANGJIAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE201,Corporate Finance,G4,45,40,0,0,0,45,0.00,0.00,0.00,FU FANGJIAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE203,Analysis of Equity Investments,G1,45,40,0,0,0,44,0.00,0.00,0.00,PHOON KOK FAI,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE203,Analysis of Equity Investments,G2,45,40,0,0,0,45,0.00,0.00,0.00,PHOON KOK FAI,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE203,Analysis of Equity Investments,G3,45,40,0,0,0,45,0.00,0.00,0.00,PHOON KOK FAI,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE204,Analysis of Fixed-Income Investments,G1,45,21,0,0,0,34,0.00,0.00,0.00,THONG TIONG-YANG,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE204,Analysis of Fixed-Income Investments,G2,45,38,0,0,0,45,0.00,0.00,0.00,THONG TIONG-YANG,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE213,Entrepreneurial Finance,G1,45,40,0,0,0,45,0.00,0.00,0.00,THONG TIONG-YANG,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE213,Entrepreneurial Finance,G2,45,40,0,0,0,44,0.00,0.00,0.00,THONG TIONG-YANG,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE213,Entrepreneurial Finance,G3,45,40,0,0,0,45,0.00,0.00,0.00,THONG TIONG-YANG,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE215,Risk Management & Insurance,G1,45,40,0,0,0,44,0.00,0.00,0.00,TAN KIN LIAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE217,Wealth Management,G1,45,45,2,0,2,43,0.00,0.00,0.00,"MIKE HUE, ERIC GOH",LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE218,Wealth Management and the Law,G1,45,10,0,0,0,13,0.00,0.00,0.00,CHAN EE LIN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE221,Investment Banking,G1,45,40,0,0,0,45,0.00,0.00,0.00,ANG SER KENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE222,Financial Planning & Advisory,G1,45,42,0,0,0,45,0.00,0.00,0.00,BENEDICT KOH,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE222,Financial Planning & Advisory,G2,45,42,0,0,0,44,0.00,0.00,0.00,BENEDICT KOH,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE305,Analysis of Derivative Securities,G1,45,40,0,0,0,45,0.00,0.00,0.00,HUANG DASHAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE305,Analysis of Derivative Securities,G2,45,40,0,0,0,45,0.00,0.00,0.00,HUANG DASHAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE309,Enterprise Risk Management,G1,45,39,0,0,0,44,0.00,0.00,0.00,"WEE LIENG SENG, JUDY LEE, WEE LIENG SENG, JUDY LEE",LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE310,Trade Finance,G1,45,40,0,0,0,45,0.00,0.00,0.00,"MENG YONG, JAYESH AVLANI",LKCSOB
2013-14 Term 1,Regular Academic Session,Incoming Freshmen Rnd 1 Win 4,FNCE311,Mergers and Acquisitions,G1,45,40,0,0,0,45,0.00,0.00,0.00,ANG SER KENG,LKCSOB
